user_id,search_campaign_cnt,total_impressions_30d,total_clicks_30d,total_impressions_15d,total_clicks_15d,total_impressions_5d,total_clicks_5d,total_conversions_after_30d,total_revenue_after_30d,total_quantity_after_30d,total_conversions_before_30d,total_revenue_before_30d,total_quantity_before_30d,total_conversions_before_15d,total_revenue_before_15d,total_quantity_before_15d,total_conversions_before_5d,total_revenue_before_5d,total_quantity_before_5d,last_event_dt_before,search_term_count,last_30days_sp_impressions,last_30days_sp_clicks,sp_ctr_30d,last_30days_sb_impressions,last_30days_sb_clicks,sb_ctr_30d,avg_click_interval_seconds,impression_day_count,click_day_count,last_impression_time_diff_seconds,last_click_time_diff_seconds
AMZN_USR_33475,1,9,2,6,2,1,0,"","","","","","","","","","","","",2024-12-30T16:15:41.000Z,69,9,2,0.2222222222222222,0,0,0.0,2860758.6666666665,16,3,114259,463897
AMZN_USR_22552,1,10,2,5,1,1,0,"","","",1,41.9900,1,0,0.0000,0,0,0.0000,0,2024-12-31T19:47:21.000Z,20,10,2,0.2,"","",0.0,1726006.8,15,5,15159,1133111
AMZN_USR_39262,1,28,5,16,0,3,0,"","","","","","","","","","","","",2024-12-31T19:48:20.000Z,61,28,5,0.17857142857142858,"","",0.0,1588326.435897436,43,12,15100,1427340
AMZN_USR_20666,1,29,7,15,2,4,1,1,71.0000,2,3,211.9200,8,1,155.9600,4,1,155.9600,4,2024-12-31T05:08:44.000Z,54,29,7,0.2413793103448276,"","",0.0,1086985.3333333333,21,7,67876,196862
AMZN_USR_25956,1,11,0,6,0,3,0,"","","","","","","","","","","","",2024-12-31T19:10:18.000Z,27,11,0,0.0,"","",0.0,1116192.0,21,2,17382,3854463
AMZN_USR_38294,1,11,1,4,1,1,0,"","","","","","","","","","","","",2024-12-28T04:35:05.000Z,20,11,1,0.09090909090909091,"","",0.0,"",10,1,329095,1067278
AMZN_USR_37907,1,37,3,16,0,7,0,"","","","","","","","","","","","",2024-12-30T07:37:55.000Z,81,37,3,0.08108108108108109,"","",0.0,1502831.4285714286,32,7,183343,1610235
AMZN_USR_49000,1,12,1,8,0,1,0,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-29T21:11:52.000Z,55,12,1,0.08333333333333333,16,5,0.3125,823850.6,21,5,70615,699631
AMZN_USR_37704,1,14,0,8,0,4,0,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-29T21:35:00.000Z,21,14,0,0.0,"","",0.0,"",11,0,181500,""
AMZN_USR_47007,1,16,1,7,0,1,0,"","","","","","","","","","","","",2024-12-27T20:15:03.000Z,24,16,1,0.0625,"","",0.0,952182.0,15,2,359097,1640715
AMZN_USR_37726,1,19,4,8,2,4,0,"","","","","","","","","","","","",2024-12-31T03:11:59.000Z,43,19,4,0.21052631578947367,"","",0.0,1392689.0,22,5,109689,804107
AMZN_USR_20833,1,10,3,6,3,2,1,"","","",1,111.9600,4,0,0.0000,0,0,0.0000,0,2024-12-30T15:49:01.000Z,45,10,3,0.3,"","",0.0,693833.3333333334,9,3,248688,167979
AMZN_USR_49096,1,10,2,5,1,1,1,"","","","","","","","","","","","",2024-12-31T11:59:22.000Z,43,10,2,0.2,9,2,0.2222222222222222,1618210.5333333334,48,18,144256,265152
AMZN_USR_23519,1,16,7,8,0,2,0,"","","",3,264.9600,10,1,155.9600,4,0,0.0000,0,2024-12-31T19:55:36.000Z,35,16,7,0.4375,"","",0.0,588663.8095238095,13,6,135771,1322778
AMZN_USR_19579,1,9,0,6,0,2,0,"","","","","","","","","","","","",2024-12-30T04:12:02.000Z,14,9,0,0.0,"","",0.0,"",9,0,157678,""
AMZN_USR_39020,1,26,6,16,2,5,0,"","","","","","","","","","","","",2024-12-31T14:15:38.000Z,43,26,6,0.23076923076923078,"","",0.0,826447.2,16,5,69381,546546
AMZN_USR_28351,1,14,2,8,2,2,0,"","","","","","","","","","","","",2024-12-31T13:51:53.000Z,29,14,2,0.14285714285714285,"","",0.0,161440.0,14,2,115520,902066
AMZN_USR_50626,1,27,6,13,2,6,1,"","","","","","","","","","","","",2024-12-31T19:40:15.000Z,82,27,6,0.2222222222222222,9,2,0.2222222222222222,971178.9642857143,20,8,35226,104606
AMZN_USR_36812,1,11,0,7,0,2,0,3,390.4300,10,"","","","","","","","","",2024-12-28T20:19:27.000Z,65,11,0,0.0,"","",0.0,"",8,0,303673,""
AMZN_USR_28531,1,9,3,3,2,1,1,"","","",1,37.9800,2,0,0.0000,0,0,0.0000,0,2024-12-31T19:35:43.000Z,66,9,3,0.3333333333333333,7,1,0.14285714285714285,1078909.3333333333,15,4,26002,140619
AMZN_USR_35232,1,11,1,4,0,1,0,2,230.0000,10,7,700.4600,40,4,543.9600,23,1,192.0000,7,2024-12-28T19:23:07.000Z,25,11,1,0.09090909090909091,"","",0.0,"",11,1,275813,2351602
AMZN_USR_48052,1,11,3,5,2,3,1,"","","","","","","","","","","","",2024-12-30T15:51:36.000Z,43,11,3,0.2727272727272727,"","",0.0,792023.3333333334,18,7,115704,132985
AMZN_USR_38422,1,9,1,5,1,2,0,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-29T19:38:23.000Z,18,9,1,0.1111111111111111,"","",0.0,1884265.0,10,2,204060,713268
AMZN_USR_34756,1,21,7,10,2,3,0,"","","",4,326.9900,11,1,34.5000,3,0,0.0000,0,2024-12-31T19:29:35.000Z,63,21,7,0.3333333333333333,"","",0.0,721694.956043956,23,12,50473,403489
AMZN_USR_45005,1,20,1,12,1,4,1,"","","","","","","","","","","","",2024-12-29T02:49:13.000Z,29,20,1,0.05,"","",0.0,"",14,1,249047,267049
AMZN_USR_39912,1,9,1,5,1,3,1,"","","","","","","","","","","","",2024-12-30T23:47:01.000Z,20,9,1,0.1111111111111111,"","",0.0,"",9,1,87179,178845
AMZN_USR_47019,1,15,1,7,1,3,0,"","","","","","","","","","","","",2024-12-31T11:39:15.000Z,46,15,1,0.06666666666666667,"","",0.0,"",13,1,44445,615952
AMZN_USR_29816,1,9,1,5,0,1,0,"","","","","","","","","","","","",2024-12-31T19:57:46.000Z,20,9,1,0.1111111111111111,"","",0.0,"",8,1,238169,1882758
AMZN_USR_32664,1,10,2,3,2,1,0,"","","",2,241.0000,10,0,0.0000,0,0,0.0000,0,2024-12-31T12:30:01.000Z,41,10,2,0.2,"","",0.0,914257.0555555555,22,7,47385,329375
AMZN_USR_50629,1,27,14,15,8,3,3,"","","","","","","","","","","","",2024-12-31T13:56:35.000Z,117,27,14,0.5185185185185185,"","",0.0,1100931.3406593406,20,12,125160,36205
AMZN_USR_24952,1,8,0,6,0,1,0,1,90.0000,3,1,55.9800,2,0,0.0000,0,0,0.0000,0,2024-12-28T13:56:27.000Z,165,8,0,0.0,44,3,0.06818181818181818,2049935.8,34,5,60921,392182
AMZN_USR_25734,1,48,7,23,4,8,0,"","","","","","","","","","","","",2024-12-30T22:45:30.000Z,189,48,7,0.14583333333333334,37,9,0.24324324324324326,852503.4476190476,39,12,15625,350989
AMZN_USR_22771,1,14,2,8,0,2,0,"","","","","","","","","","","","",2024-12-31T18:44:20.000Z,37,14,2,0.14285714285714285,"","",0.0,530395.0,13,2,18940,1499042
AMZN_USR_31603,1,20,3,11,3,5,2,"","","","","","","","","","","","",2024-12-31T17:24:23.000Z,71,20,3,0.15,"","",0.0,388752.6666666667,16,3,23737,83443
AMZN_USR_40734,1,22,6,6,4,3,2,"","","","","","","","","","","","",2024-12-31T01:46:16.000Z,44,22,6,0.2727272727272727,"","",0.0,956915.0666666667,14,6,126717,80024
AMZN_USR_29972,1,9,3,4,3,2,1,"","","","","","","","","","","","",2024-12-30T23:04:00.000Z,22,9,3,0.3333333333333333,"","",0.0,475674.0,8,2,89760,428524
AMZN_USR_33264,1,9,4,3,0,1,0,"","","","","","","","","","","","",2024-12-29T01:30:22.000Z,20,9,4,0.4444444444444444,"","",0.0,603550.0,8,3,253778,1389117
AMZN_USR_18284,1,7,1,6,0,1,0,"","","","","","","","","","","","",2024-12-29T21:44:56.000Z,38,7,1,0.14285714285714285,"","",0.0,"",6,1,180904,2401039
AMZN_USR_38092,1,16,0,7,0,3,0,"","","","","","","","","","","","",2024-12-31T20:11:29.000Z,26,16,0,0.0,"","",0.0,"",12,0,13711,""
AMZN_USR_22102,1,14,6,7,3,2,1,3,235.9500,9,"","","","","","","","","",2024-12-31T07:28:49.000Z,29,14,6,0.42857142857142855,"","",0.0,827920.6,12,5,287855,251402
AMZN_USR_22441,1,14,5,8,1,2,0,"","","","","","","","","","","","",2024-12-30T17:43:00.000Z,29,14,5,0.35714285714285715,"","",0.0,1009353.7454545455,30,11,109020,666223
AMZN_USR_45245,1,8,3,3,2,1,1,"","","",1,38.9900,1,0,0.0000,0,0,0.0000,0,2024-12-31T18:00:05.000Z,90,8,3,0.375,"","",0.0,2086183.9047619049,17,6,115030,200416
AMZN_USR_34432,1,13,2,5,2,3,2,"","","","","","","","","","","","",2024-12-31T05:15:45.000Z,23,13,2,0.15384615384615385,"","",0.0,323479.0,10,2,175252,102563
AMZN_USR_36193,1,24,7,14,3,9,1,"","","","","","","","","","","","",2024-12-30T12:44:51.000Z,43,24,7,0.2916666666666667,"","",0.0,1002998.075,26,14,80293,98995
AMZN_USR_18404,1,32,7,13,2,8,0,1,55.9800,2,"","","","","","","","","",2024-12-31T07:35:02.000Z,67,32,7,0.21875,"","",0.0,650350.6111111111,23,8,59098,468903
AMZN_USR_43958,1,9,2,8,1,2,1,"","","","","","","","","","","","",2024-12-30T15:56:00.000Z,41,9,2,0.2222222222222222,9,2,0.2222222222222222,806240.8333333334,15,4,72650,367807
AMZN_USR_41789,1,6,2,1,0,0,0,"","","","","","","","","","","","",2024-12-30T11:36:28.000Z,58,6,2,0.3333333333333333,"","",0.0,633780.0,6,2,1198435,1587056
AMZN_USR_36313,1,29,7,14,4,7,2,"","","","","","","","","","","","",2024-12-31T21:29:07.000Z,101,29,7,0.2413793103448276,"","",0.0,1191011.1785714286,19,8,9053,52713
AMZN_USR_24237,1,15,4,6,4,2,0,"","","","","","","","","","","","",2024-12-30T20:54:53.000Z,59,15,4,0.26666666666666666,"","",0.0,323435.3333333333,9,4,97507,456271
AMZN_USR_27005,1,12,3,4,1,1,1,"","","","","","","","","","","","",2024-12-31T20:19:14.000Z,25,12,3,0.25,"","",0.0,2579340.2,29,5,13246,386058
AMZN_USR_24431,1,27,5,18,2,6,1,"","","","","","","","","","","","",2024-12-31T04:51:17.000Z,97,27,5,0.18518518518518517,18,2,0.1111111111111111,1769678.878787879,44,12,68923,366783
AMZN_USR_36325,1,21,5,12,1,4,0,"","","","","","","","","","","","",2024-12-30T15:32:21.000Z,40,21,5,0.23809523809523808,"","",0.0,571290.2,14,5,116859,1158599
AMZN_USR_24224,1,13,6,6,5,2,4,"","","","","","","","","","","","",2024-12-31T10:54:05.000Z,27,13,6,0.46153846153846156,"","",0.0,634113.0666666667,12,5,202760,85342
AMZN_USR_51860,1,15,4,9,1,2,1,"","","","","","","","","","","","",2024-12-31T21:07:22.000Z,28,15,4,0.26666666666666666,"","",0.0,1232200.0,12,4,177688,10358
AMZN_USR_47868,1,9,3,7,1,3,1,"","","","","","","","","","","","",2024-12-30T13:08:42.000Z,43,9,3,0.3333333333333333,"","",0.0,2134855.0,15,4,125478,257241
AMZN_USR_29488,1,12,4,6,1,1,1,"","","","","","","","","","","","",2024-12-31T15:35:08.000Z,42,12,4,0.3333333333333333,"","",0.0,1051173.0,9,4,30292,60862
AMZN_USR_42673,1,22,6,11,2,5,0,"","","","","","","","","","","","",2024-12-31T19:33:18.000Z,46,22,6,0.2727272727272727,"","",0.0,563626.5333333333,18,6,95418,984770
AMZN_USR_30943,1,17,1,13,0,7,0,"","","","","","","","","","","","",2024-12-31T09:51:42.000Z,27,17,1,0.058823529411764705,"","",0.0,"",11,1,50898,2474422
AMZN_USR_38278,1,10,1,1,1,0,0,"","","","","","","","","","","","",2024-12-31T18:07:40.000Z,25,10,1,0.1,"","",0.0,"",9,1,710541,1197118
AMZN_USR_36494,1,7,3,1,1,0,0,"","","","","","","","","","","","",2024-12-29T20:04:31.000Z,34,7,3,0.42857142857142855,7,3,0.42857142857142855,767435.6666666666,9,6,841998,765184
AMZN_USR_24151,1,16,4,8,3,0,1,1,120.0000,4,4,489.8800,16,2,367.9200,8,1,167.9600,4,2024-12-27T19:48:25.000Z,28,16,4,0.25,"","",0.0,1827416.857142857,27,7,586625,360695
AMZN_USR_27721,1,25,6,12,2,4,0,4,465.9100,24,"","","","","","","","","",2024-12-31T21:51:00.000Z,100,25,6,0.24,"","",0.0,673958.4,18,6,120807,602704
AMZN_USR_42957,1,15,2,8,1,3,1,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-30T01:33:32.000Z,29,15,2,0.13333333333333333,"","",0.0,1458605.5238095238,19,5,167188,398757
AMZN_USR_43464,1,33,6,16,4,7,2,"","","",1,80.0000,2,1,80.0000,2,0,0.0000,0,2024-12-31T15:23:16.000Z,64,33,6,0.18181818181818182,"","",0.0,931350.4,20,5,90487,349904
AMZN_USR_40171,1,16,3,8,3,2,2,1,40.0000,1,"","","","","","","","","",2024-12-31T21:19:34.000Z,75,16,3,0.1875,15,2,0.13333333333333333,608263.6,24,5,66482,42539
AMZN_USR_20228,1,10,2,4,2,0,1,"","","",1,60.0000,2,0,0.0000,0,0,0.0000,0,2024-12-31T11:24:05.000Z,21,10,2,0.2,"","",0.0,3261306.0,17,3,465782,273367
AMZN_USR_18728,1,15,3,9,3,3,1,2,146.0000,6,"","","","","","","","","",2024-12-31T11:29:01.000Z,30,15,3,0.2,"","",0.0,710243.3333333334,12,3,263680,203473
AMZN_USR_39524,1,6,4,3,3,0,0,"","","","","","","","","","","","",2024-12-30T08:12:26.000Z,43,6,4,0.6666666666666666,"","",0.0,858385.6666666666,5,4,641593,464439
AMZN_USR_31863,1,24,3,16,1,2,1,"","","",2,118.5000,12,1,43.5000,6,0,0.0000,0,2024-12-31T08:26:07.000Z,50,24,3,0.125,"","",0.0,1283094.5,17,4,92079,238265
AMZN_USR_27313,1,36,10,20,5,7,2,"","","","","","","","","","","","",2024-12-31T13:41:14.000Z,70,36,10,0.2777777777777778,"","",0.0,2025504.9833333334,35,14,112479,51983
AMZN_USR_48591,1,15,1,8,1,2,1,"","","","","","","","","","","","",2024-12-31T11:27:48.000Z,29,15,1,0.06666666666666667,"","",0.0,2244749.0,13,2,186287,348009
AMZN_USR_50423,1,20,6,11,2,3,0,"","","","","","","","","","","","",2024-12-31T17:46:25.000Z,45,20,6,0.3,"","",0.0,1484045.0222222223,39,9,195934,738959
AMZN_USR_33317,1,13,3,5,2,1,0,"","","","","","","","","","","","",2024-12-30T15:33:36.000Z,27,13,3,0.23076923076923078,"","",0.0,915880.6666666666,11,3,299843,856133
AMZN_USR_31956,1,11,0,6,0,0,0,"","","","","","","","","","","","",2024-12-31T11:37:03.000Z,35,11,0,0.0,"","",0.0,767110.1904761905,17,4,151384,80298
AMZN_USR_40655,1,28,6,16,5,8,3,"","","",1,25.9800,2,1,25.9800,2,1,25.9800,2,2024-12-31T17:56:36.000Z,76,28,6,0.21428571428571427,"","",0.0,1023787.2666666667,18,5,21804,64685
AMZN_USR_20634,1,11,1,3,0,1,0,"","","","","","","","","","","","",2024-12-30T14:10:21.000Z,74,11,1,0.09090909090909091,"","",0.0,"",12,1,318431,1575790
AMZN_USR_22916,1,30,4,9,3,3,2,"","","","","","","","","","","","",2024-12-30T13:16:15.000Z,78,30,4,0.13333333333333333,"","",0.0,1186369.3333333333,24,7,81938,221363
AMZN_USR_19436,1,12,3,4,2,1,0,1,83.9800,2,"","","","","","","","","",2024-12-30T13:00:44.000Z,43,12,3,0.25,9,2,0.2222222222222222,747132.4,14,5,16395,661010
AMZN_USR_24123,1,15,1,10,0,3,0,"","","","","","","","","","","","",2024-12-30T03:26:29.000Z,32,15,1,0.06666666666666667,"","",0.0,"",13,1,160411,2482691
AMZN_USR_50129,1,12,2,8,2,2,2,"","","","","","","","","","","","",2024-12-30T23:26:18.000Z,44,12,2,0.16666666666666666,12,0,0.0,168370.0,21,2,129675,88422
AMZN_USR_41650,1,10,2,5,1,3,0,"","","","","","","","","","","","",2024-12-30T22:40:17.000Z,17,10,2,0.2,"","",0.0,1719131.3214285714,29,8,91183,468443
AMZN_USR_26497,1,18,3,6,2,5,1,"","","",2,163.9300,7,0,0.0000,0,0,0.0000,0,2024-12-31T20:28:41.000Z,38,18,3,0.16666666666666666,"","",0.0,1487671.4666666666,26,5,12679,403914
AMZN_USR_41636,1,13,2,4,1,0,0,"","","","","","","","","","","","",2024-12-30T17:22:03.000Z,27,13,2,0.15384615384615385,"","",0.0,581042.0,13,2,811858,936788
AMZN_USR_37994,1,24,5,13,3,5,0,"","","","","","","","","","","","",2024-12-31T00:27:31.000Z,65,24,5,0.20833333333333334,"","",0.0,781885.6,19,5,84749,616530
AMZN_USR_38561,1,7,3,4,3,1,1,0,0.0000,0,1,83.9700,3,0,0.0000,0,0,0.0000,0,2024-12-30T18:40:59.000Z,64,7,3,0.42857142857142855,"","",0.0,1670766.6785714286,23,8,262219,105541
AMZN_USR_23460,1,25,3,14,3,7,3,"","","","","","","","","","","","",2024-12-31T13:48:28.000Z,45,25,3,0.12,"","",0.0,176803.33333333334,18,3,221106,36692
AMZN_USR_51149,1,21,4,9,2,5,2,"","","","","","","","","","","","",2024-12-30T13:35:08.000Z,43,21,4,0.19047619047619047,"","",0.0,1086807.5,13,4,123892,148348
AMZN_USR_50237,1,46,5,15,1,5,0,"","","","","","","","","","","","",2024-12-31T11:16:02.000Z,77,46,5,0.10869565217391304,"","",0.0,812971.7333333333,22,5,45838,487360
AMZN_USR_27183,1,25,1,15,0,4,0,"","","","","","","","","","","","",2024-12-31T11:45:39.000Z,47,25,1,0.04,"","",0.0,662971.6666666666,20,4,44061,996788
AMZN_USR_42467,1,10,1,6,1,0,1,"","","",2,245.9300,7,1,167.9600,4,1,167.9600,4,2024-12-31T09:23:56.000Z,47,10,1,0.1,9,1,0.1111111111111111,703993.3333333334,21,3,84470,280543
AMZN_USR_24601,1,14,4,8,3,1,0,"","","","","","","","","","","","",2024-12-30T02:14:55.000Z,70,14,4,0.2857142857142857,13,4,0.3076923076923077,877292.0357142857,17,8,319622,267187
AMZN_USR_49871,1,16,4,9,1,4,0,"","","","","","","","","","","","",2024-12-31T21:54:54.000Z,39,16,4,0.25,"","",0.0,921400.8333333334,11,4,7506,946117
AMZN_USR_24515,1,11,1,6,0,1,0,"","","","","","","","","","","","",2024-12-30T19:23:09.000Z,21,11,1,0.09090909090909091,"","",0.0,1087785.0,10,2,103011,1509572
AMZN_USR_29060,1,11,9,5,6,1,1,"","","","","","","","","","","","",2024-12-29T19:05:43.000Z,70,11,9,0.8181818181818182,12,0,0.0,868521.2222222222,17,9,99233,190457
AMZN_USR_24693,1,27,5,9,4,5,1,"","","","","","","","","","","","",2024-12-31T12:53:57.000Z,57,27,5,0.18518518518518517,"","",0.0,1126496.142857143,27,6,80152,53961
AMZN_USR_29275,1,12,2,5,0,2,0,"","","","","","","","","","","","",2024-12-31T09:16:33.000Z,56,12,2,0.16666666666666666,"","",0.0,762344.0,12,2,53007,1729989
AMZN_USR_21660,1,27,7,17,2,3,1,"","","","","","","","","","","","",2024-12-31T15:07:40.000Z,67,27,7,0.25925925925925924,"","",0.0,1612849.0,30,9,128688,110558
AMZN_USR_42900,1,13,0,5,0,3,0,"","","","","","","","","","","","",2024-12-31T04:10:36.000Z,19,13,0,0.0,"","",0.0,642912.6666666666,30,3,71364,3750557
AMZN_USR_34425,1,9,1,3,1,0,0,1,39.0000,3,"","","","","","","","","",2024-12-26T23:05:34.000Z,65,9,1,0.1111111111111111,"","",0.0,"",10,1,514518,1192631
AMZN_USR_42926,1,29,5,11,3,3,1,"","","","","","","","","","","","",2024-12-31T18:56:05.000Z,111,29,5,0.1724137931034483,32,2,0.0625,795716.0,27,6,83031,104060
AMZN_USR_26570,1,10,1,4,1,4,0,"","","","","","","","","","","","",2024-12-31T10:28:42.000Z,58,10,1,0.1,19,6,0.3157894736842105,722179.2380952381,23,6,48678,102638
AMZN_USR_21891,1,7,1,4,0,2,0,"","","","","","","","","","","","",2024-12-31T16:07:37.000Z,21,7,1,0.14285714285714285,"","",0.0,329048.1666666667,11,4,28343,1974092
AMZN_USR_40083,1,12,1,7,0,3,0,"","","","","","","","","","","","",2024-12-31T17:55:25.000Z,24,12,1,0.08333333333333333,"","",0.0,"",10,1,81574,1914663
AMZN_USR_49158,1,12,1,5,0,2,0,"","","","","","","","","","","","",2024-12-31T15:37:31.000Z,19,12,1,0.08333333333333333,"","",0.0,859235.0,12,2,63105,1739021
AMZN_USR_26028,1,24,5,12,3,2,1,"","","","","","","","","","","","",2024-12-30T15:17:05.000Z,56,24,5,0.20833333333333334,"","",0.0,1049164.2,16,5,343221,391468
AMZN_USR_46957,1,9,3,5,0,3,0,"","","","","","","","","","","","",2024-12-28T20:22:17.000Z,44,9,3,0.3333333333333333,"","",0.0,210900.0,8,2,272263,1382895
AMZN_USR_30229,1,12,5,7,2,1,0,"","","",1,60.0000,3,0,0.0000,0,0,0.0000,0,2024-12-29T20:58:03.000Z,35,12,5,0.4166666666666667,5,0,0.0,1497718.0,23,7,183717,908938
AMZN_USR_43227,1,13,2,9,0,5,0,"","","","","","","","","","","","",2024-12-31T16:01:09.000Z,23,13,2,0.15384615384615385,"","",0.0,829581.0,11,2,28731,1547082
AMZN_USR_41819,1,5,1,3,0,0,0,"","","","","","","","","","","","",2024-12-30T14:37:14.000Z,13,5,1,0.2,"","",0.0,"",5,1,646387,1626206
AMZN_USR_26965,1,15,1,7,1,4,0,"","","",4,500.0000,14,0,0.0000,0,0,0.0000,0,2024-12-29T21:53:31.000Z,28,15,1,0.06666666666666667,"","",0.0,1579233.0,9,2,247002,1015784
AMZN_USR_46877,1,20,8,6,3,1,2,"","","","","","","","","","","","",2024-12-31T19:29:25.000Z,73,20,8,0.4,"","",0.0,2009276.1868131869,28,12,16235,31260
AMZN_USR_35721,1,28,4,10,3,2,0,"","","","","","","","","","","","",2024-12-30T11:20:33.000Z,64,28,4,0.14285714285714285,12,1,0.08333333333333333,846537.4,24,5,131967,520503
AMZN_USR_33848,1,8,2,4,1,3,0,"","","","","","","","","","","","",2024-12-31T08:09:11.000Z,71,8,2,0.25,14,2,0.14285714285714285,485467.8333333333,17,4,57049,419940
AMZN_USR_44113,1,23,8,12,5,2,1,"","","","","","","","","","","","",2024-12-31T17:57:51.000Z,43,23,8,0.34782608695652173,"","",0.0,1057748.6785714286,17,8,243272,21729
AMZN_USR_28461,1,15,5,8,3,2,2,"","","","","","","","","","","","",2024-12-29T14:54:25.000Z,32,15,5,0.3333333333333333,"","",0.0,1039702.4,14,5,205535,217918
AMZN_USR_41321,1,14,5,8,4,2,0,"","","","","","","","","","","","",2024-12-30T10:06:15.000Z,76,14,5,0.35714285714285715,"","",0.0,653719.6,14,4,136425,441454
AMZN_USR_40500,1,15,10,8,3,2,2,"","","","","","","","","","","","",2024-12-31T15:57:43.000Z,41,15,10,0.6666666666666666,"","",0.0,915688.5333333333,12,8,28937,175261
AMZN_USR_50136,1,20,7,11,4,5,1,"","","","","","","","","","","","",2024-12-31T15:44:53.000Z,52,20,7,0.35,"","",0.0,851152.6666666666,15,7,29707,240689
AMZN_USR_45747,1,16,0,10,0,1,0,"","","","","","","","","","","","",2024-12-27T21:07:39.000Z,20,16,0,0.0,"","",0.0,244308.0,21,2,355941,4343675
AMZN_USR_22495,1,19,2,11,1,4,1,"","","",5,431.9200,22,1,143.9600,4,0,0.0000,0,2024-12-31T19:41:39.000Z,99,19,2,0.10526315789473684,29,8,0.27586206896551724,1950377.9916666667,50,14,10929,254968
AMZN_USR_42846,1,28,3,14,1,4,0,"","","",1,167.9600,4,1,167.9600,4,0,0.0000,0,2024-12-30T04:28:56.000Z,87,28,3,0.10714285714285714,13,2,0.15384615384615385,1417290.0,37,11,156664,531665
AMZN_USR_28633,1,23,6,13,2,5,1,"","","","","","","","","","","","",2024-12-31T03:57:26.000Z,96,23,6,0.2608695652173913,"","",0.0,1202803.3636363635,26,11,72154,234531
AMZN_USR_51015,1,30,4,17,1,11,0,"","","","","","","","","","","","",2024-12-31T17:45:30.000Z,79,30,4,0.13333333333333333,"","",0.0,1857213.0357142857,24,7,97658,1080682
AMZN_USR_24615,1,4,3,1,2,0,0,"","","","","","","","","","","","",2024-12-28T15:40:16.000Z,15,4,3,0.75,"","",0.0,1025325.3333333334,3,3,1172568,862015
AMZN_USR_47660,1,45,10,18,6,5,2,"","","","","","","","","","","","",2024-12-31T01:20:14.000Z,94,45,10,0.2222222222222222,"","",0.0,1000467.7454545455,23,11,211776,338694
AMZN_USR_32877,1,26,6,11,2,4,0,"","","","","","","","","","","","",2024-12-31T20:01:57.000Z,82,26,6,0.23076923076923078,"","",0.0,771965.4,21,6,14283,761576
AMZN_USR_37230,1,8,0,3,0,2,0,"","","","","","","","","","","","",2024-12-29T03:19:36.000Z,22,8,0,0.0,"","",0.0,"",8,0,247224,""
AMZN_USR_21966,1,3,4,0,0,0,0,"","","","","","","","","","","","",2024-12-31T09:14:37.000Z,19,3,4,1.3333333333333333,"","",0.0,1142160.7333333334,17,6,82772,1946361
AMZN_USR_44778,1,16,2,10,2,3,0,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-31T18:33:36.000Z,108,16,2,0.125,"","",0.0,286561.0,13,2,199150,565773
AMZN_USR_50434,1,12,1,5,1,1,0,"","","","","","","","","","","","",2024-12-30T06:02:22.000Z,74,12,1,0.08333333333333333,26,6,0.23076923076923078,782011.1428571428,21,5,193980,117829
AMZN_USR_26086,1,7,4,4,1,2,0,"","","","","","","","","","","","",2024-12-30T17:32:26.000Z,49,7,4,0.5714285714285714,"","",0.0,660843.5,7,4,109654,1055449
AMZN_USR_50587,1,26,4,12,2,7,0,"","","","","","","","","","","","",2024-12-31T09:32:28.000Z,94,26,4,0.15384615384615385,"","",0.0,626851.3333333334,20,4,92846,573236
AMZN_USR_43602,1,10,1,4,0,2,0,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-30T02:20:32.000Z,49,10,1,0.1,"","",0.0,1065620.2,26,5,209748,1947288
AMZN_USR_39393,1,19,3,9,1,3,0,"","","","","","","","","","","","",2024-12-31T21:59:56.000Z,96,19,3,0.15789473684210525,24,3,0.125,1522294.611111111,33,9,19635,809241
AMZN_USR_26729,1,15,2,5,1,1,1,"","","",2,88.4700,6,2,88.4700,6,1,43.5000,3,2024-12-31T14:11:41.000Z,22,15,2,0.13333333333333333,"","",0.0,1435269.0,12,2,35299,398166
AMZN_USR_18739,1,15,2,8,1,2,0,"","","","","","","","","","","","",2024-12-30T23:13:49.000Z,23,15,2,0.13333333333333333,"","",0.0,1300187.0,11,2,89171,693238
AMZN_USR_50320,1,27,4,15,3,6,1,"","","","","","","","","","","","",2024-12-31T21:36:02.000Z,60,27,4,0.14814814814814814,"","",0.0,2253855.6,31,5,8638,362998
AMZN_USR_51617,1,15,1,9,0,1,0,"","","","","","","","","","","","",2024-12-29T01:55:21.000Z,50,15,1,0.06666666666666667,"","",0.0,"",11,1,252279,1662808
AMZN_USR_38541,1,15,1,7,0,2,0,"","","","","","","","","","","","",2024-12-31T21:46:22.000Z,40,15,1,0.06666666666666667,"","",0.0,"",11,1,8018,2325247
AMZN_USR_42562,1,8,4,5,2,1,1,1,44.9700,3,"","","","","","","","","",2024-12-28T02:18:51.000Z,144,8,4,0.5,32,7,0.21875,665320.8,23,8,149764,337269
