user_id,user_id_type,customer_search_term,dma_code,postal_code,device_type,browser_family,operating_system,search_campaign_cnt,total_impressions_30d,total_clicks_30d,total_impressions_15d,total_clicks_15d,total_impressions_5d,total_clicks_5d,total_conversions_after_30d,total_revenue_after_30d,total_quantity_after_30d,total_conversions_before_30d,total_revenue_before_30d,total_quantity_before_30d,total_conversions_before_15d,total_revenue_before_15d,total_quantity_before_15d,total_conversions_before_5d,total_revenue_before_5d,total_quantity_before_5d,last_event_dt_before
AMZN_USR_30963,sisDeviceId,coffee,"","","","","",2,7,2,7,2,7,2,0,0.0000,0,14,0.0000,0,11,0.0000,0,8,0.0000,0,""
AMZN_USR_30963,sisDeviceId,buy coffee maker,"","","","","",2,4,2,4,2,4,2,0,0.0000,0,14,0.0000,0,11,0.0000,0,8,0.0000,0,""
AMZN_USR_22189,adUserId,coffee,"","","","","",1,7,4,7,4,7,4,0,0.0000,0,7,376.9400,14,7,376.9400,14,7,376.9400,14,""
AMZN_USR_22189,adUserId,buy coffee maker,"","","","","",1,7,3,7,3,7,3,0,0.0000,0,7,376.9400,14,7,376.9400,14,7,376.9400,14,""
AMZN_USR_48263,adBrowserId,coffee,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,3,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_48263,adBrowserId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,3,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_39236,adBrowserId,coffee,"","","","","",1,0,1,0,1,0,1,"","","","","","","","","","","","",""
AMZN_USR_28531,adUserId,buy coffee maker,"","","","","",3,15,3,11,2,10,1,0,0.0000,0,12,37.9800,2,10,0.0000,0,8,0.0000,0,2024-12-31T11:46:38.000Z
AMZN_USR_28531,adUserId,coffee,"","","","","",3,7,3,5,3,4,3,0,0.0000,0,12,37.9800,2,10,0.0000,0,8,0.0000,0,2024-12-31T14:35:43.000Z
AMZN_USR_23077,adUserId,coffee,"","","","","",2,10,2,10,2,10,2,0,0.0000,0,5,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_23077,adUserId,buy coffee maker,"","","","","",2,9,3,9,3,9,3,0,0.0000,0,5,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_51185,adBrowserId,buy coffee maker,"","","","","",1,0,0,0,0,0,0,0,0.0000,0,7,0.0000,0,4,0.0000,0,3,0.0000,0,""
AMZN_USR_26244,sisDeviceId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,13,456.0000,18,13,456.0000,18,11,336.0000,11,""
AMZN_USR_26244,sisDeviceId,coffee,"","","","","",1,0,1,0,1,0,1,0,0.0000,0,13,456.0000,18,13,456.0000,18,11,336.0000,11,""
AMZN_USR_41339,adBrowserId,coffee,"","","","","",1,14,1,5,1,2,1,0,0.0000,0,12,0.0000,0,8,0.0000,0,4,0.0000,0,2024-12-29T05:39:58.000Z
AMZN_USR_41339,adBrowserId,buy coffee maker,"","","","","",1,6,3,5,0,3,0,0,0.0000,0,12,0.0000,0,8,0.0000,0,4,0.0000,0,2024-12-30T11:56:14.000Z
AMZN_USR_38399,adBrowserId,coffee,"","","","","",1,2,0,2,0,2,0,0,0.0000,0,5,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_38399,adBrowserId,buy coffee maker,"","","","","",1,2,3,2,3,2,3,0,0.0000,0,5,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_22391,adBrowserId,buy coffee maker,"","","","","",1,5,1,5,1,5,1,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_22391,adBrowserId,coffee,"","","","","",1,9,2,9,2,9,2,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_23742,sisDeviceId,buy coffee maker,"","","","","",1,0,0,0,0,0,0,0,0.0000,0,16,0.0000,0,10,0.0000,0,8,0.0000,0,""
AMZN_USR_23742,sisDeviceId,coffee,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,16,0.0000,0,10,0.0000,0,8,0.0000,0,""
AMZN_USR_39562,adUserId,coffee,"","","","","",1,7,1,3,0,1,0,0,0.0000,0,3,0.0000,0,3,0.0000,0,2,0.0000,0,2024-12-28T00:32:11.000Z
AMZN_USR_39562,adUserId,buy coffee maker,"","","","","",1,12,1,6,1,3,0,0,0.0000,0,3,0.0000,0,3,0.0000,0,2,0.0000,0,2024-12-31T09:24:35.000Z
AMZN_USR_34338,sisDeviceId,buy coffee maker,"","","","","",1,5,2,3,1,3,1,0,0.0000,0,6,0.0000,0,3,0.0000,0,1,0.0000,0,2024-12-30T01:38:33.000Z
AMZN_USR_34338,sisDeviceId,coffee,"","","","","",1,4,3,3,2,2,0,0,0.0000,0,6,0.0000,0,3,0.0000,0,1,0.0000,0,2024-12-30T19:52:59.000Z
AMZN_USR_27113,adBrowserId,coffee,"","","","","",1,14,3,6,0,2,0,0,0.0000,0,7,239.9500,7,5,83.9900,3,3,0.0000,0,2024-12-29T23:46:09.000Z
AMZN_USR_27113,adBrowserId,buy coffee maker,"","","","","",1,10,2,7,2,2,1,0,0.0000,0,7,239.9500,7,5,83.9900,3,3,0.0000,0,2024-12-30T20:12:14.000Z
AMZN_USR_25656,sisDeviceId,coffee,"","","","","",1,7,3,7,3,7,3,1,0.0000,0,14,0.0000,0,7,0.0000,0,7,0.0000,0,""
AMZN_USR_25656,sisDeviceId,buy coffee maker,"","","","","",1,4,0,4,0,4,0,1,0.0000,0,14,0.0000,0,7,0.0000,0,7,0.0000,0,""
AMZN_USR_22134,sisDeviceId,coffee,"","","","","",1,10,3,10,3,10,3,0,0.0000,0,8,315.9600,8,6,315.9600,8,2,315.9600,8,""
AMZN_USR_22134,sisDeviceId,buy coffee maker,"","","","","",1,13,0,13,0,13,0,0,0.0000,0,8,315.9600,8,6,315.9600,8,2,315.9600,8,""
AMZN_USR_38108,adBrowserId,coffee,"","","","","",1,0,0,0,0,0,0,0,0.0000,0,5,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_18374,adBrowserId,buy coffee maker,"","","","","",2,22,2,22,2,22,2,0,0.0000,0,11,0.0000,0,10,0.0000,0,7,0.0000,0,""
AMZN_USR_18374,adBrowserId,coffee,"","","","","",2,19,4,19,4,19,4,0,0.0000,0,11,0.0000,0,10,0.0000,0,7,0.0000,0,""
AMZN_USR_42954,sisDeviceId,buy coffee maker,"","","","","",1,0,0,0,0,0,0,0,0.0000,0,11,0.0000,0,8,0.0000,0,6,0.0000,0,""
AMZN_USR_39817,adUserId,coffee,"","","","","",1,7,0,7,0,7,0,0,0.0000,0,18,0.0000,0,14,0.0000,0,9,0.0000,0,""
AMZN_USR_39817,adUserId,buy coffee maker,"","","","","",1,6,2,6,2,6,2,0,0.0000,0,18,0.0000,0,14,0.0000,0,9,0.0000,0,""
AMZN_USR_45707,adBrowserId,coffee,"","","","","",1,0,0,0,0,0,0,0,0.0000,0,9,0.0000,0,3,0.0000,0,2,0.0000,0,""
AMZN_USR_21458,adBrowserId,coffee,"","","","","",2,22,2,13,2,9,2,0,0.0000,0,27,43.5000,3,22,0.0000,0,20,0.0000,0,2024-12-31T00:06:37.000Z
AMZN_USR_21458,adBrowserId,buy coffee maker,"","","","","",2,13,6,11,6,7,2,0,0.0000,0,27,43.5000,3,22,0.0000,0,20,0.0000,0,2024-12-30T21:10:37.000Z
AMZN_USR_20452,adUserId,coffee,"","","","","",1,9,2,9,2,9,2,1,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_20452,adUserId,buy coffee maker,"","","","","",1,5,0,5,0,5,0,1,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_26901,sisDeviceId,coffee,"","","","","",1,1,0,0,0,0,0,0,0.0000,0,3,0.0000,0,3,0.0000,0,2,0.0000,0,2024-12-27T23:20:06.000Z
AMZN_USR_26901,sisDeviceId,buy coffee maker,"","","","","",1,5,0,2,0,1,0,0,0.0000,0,3,0.0000,0,3,0.0000,0,2,0.0000,0,2024-12-27T10:00:14.000Z
AMZN_USR_48779,adBrowserId,coffee,"","","","","",1,7,1,7,1,7,1,1,0.0000,0,10,0.0000,0,7,0.0000,0,4,0.0000,0,""
AMZN_USR_48779,adBrowserId,buy coffee maker,"","","","","",1,11,0,11,0,11,0,1,0.0000,0,10,0.0000,0,7,0.0000,0,4,0.0000,0,""
AMZN_USR_42262,adUserId,buy coffee maker,"","","","","",1,16,1,16,1,16,1,0,0.0000,0,10,384.0000,24,9,384.0000,24,9,384.0000,24,""
AMZN_USR_42262,adUserId,coffee,"","","","","",1,12,2,12,2,12,2,0,0.0000,0,10,384.0000,24,9,384.0000,24,9,384.0000,24,""
AMZN_USR_41427,sisDeviceId,coffee,"","","","","",1,6,1,6,1,6,1,0,0.0000,0,14,0.0000,0,13,0.0000,0,13,0.0000,0,""
AMZN_USR_41427,sisDeviceId,buy coffee maker,"","","","","",2,9,2,9,2,9,2,0,0.0000,0,14,0.0000,0,13,0.0000,0,13,0.0000,0,""
AMZN_USR_28311,sisDeviceId,buy coffee maker,"","","","","",1,2,1,2,1,2,1,0,0.0000,0,19,293.9300,18,19,293.9300,18,18,293.9300,18,""
AMZN_USR_28311,sisDeviceId,coffee,"","","","","",1,6,0,6,0,6,0,0,0.0000,0,19,293.9300,18,19,293.9300,18,18,293.9300,18,2024-12-31T20:48:03.000Z
AMZN_USR_47571,sisDeviceId,buy coffee maker,"","","","","",1,2,3,2,3,2,3,0,0.0000,0,13,0.0000,0,9,0.0000,0,8,0.0000,0,""
AMZN_USR_47571,sisDeviceId,coffee,"","","","","",1,11,1,11,1,11,1,0,0.0000,0,13,0.0000,0,9,0.0000,0,8,0.0000,0,""
AMZN_USR_41222,adBrowserId,coffee,"","","","","",2,16,2,16,2,16,2,1,0.0000,0,22,58.0000,4,15,0.0000,0,12,0.0000,0,""
AMZN_USR_41222,adBrowserId,buy coffee maker,"","","","","",2,6,4,6,4,6,4,1,0.0000,0,22,58.0000,4,15,0.0000,0,12,0.0000,0,""
AMZN_USR_36150,sisDeviceId,coffee,"","","","","",1,14,2,14,2,14,2,0,0.0000,0,11,0.0000,0,9,0.0000,0,9,0.0000,0,""
AMZN_USR_36150,sisDeviceId,buy coffee maker,"","","","","",1,2,0,2,0,2,0,0,0.0000,0,11,0.0000,0,9,0.0000,0,9,0.0000,0,""
AMZN_USR_44429,adBrowserId,coffee,"","","","","",1,10,2,10,2,10,2,0,0.0000,0,5,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_44429,adBrowserId,buy coffee maker,"","","","","",1,11,1,11,1,11,1,0,0.0000,0,5,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_48009,sisDeviceId,coffee,"","","","","",1,10,1,10,1,10,1,0,0.0000,0,7,0.0000,0,7,0.0000,0,7,0.0000,0,""
AMZN_USR_48009,sisDeviceId,buy coffee maker,"","","","","",1,4,0,4,0,4,0,0,0.0000,0,7,0.0000,0,7,0.0000,0,7,0.0000,0,""
AMZN_USR_48442,adUserId,buy coffee maker,"","","","","",1,5,2,5,2,5,2,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_48442,adUserId,coffee,"","","","","",1,6,2,6,2,6,2,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_25212,sisDeviceId,coffee,"","","","","",1,20,4,20,4,20,4,0,0.0000,0,5,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_25212,sisDeviceId,buy coffee maker,"","","","","",1,13,2,13,2,13,2,0,0.0000,0,5,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_30743,adBrowserId,buy coffee maker,"","","","","",1,3,0,2,0,0,0,0,0.0000,0,9,0.0000,0,8,0.0000,0,7,0.0000,0,2024-12-26T06:58:51.000Z
AMZN_USR_30743,adBrowserId,coffee,"","","","","",2,4,2,3,0,2,0,0,0.0000,0,9,0.0000,0,8,0.0000,0,7,0.0000,0,2024-12-28T00:00:50.000Z
AMZN_USR_34981,adUserId,coffee,"","","","","",1,8,2,8,2,8,2,0,0.0000,0,6,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_34981,adUserId,buy coffee maker,"","","","","",1,5,1,5,1,5,1,0,0.0000,0,6,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_20991,sisDeviceId,buy coffee maker,"","","","","",1,4,0,4,0,4,0,0,0.0000,0,4,0.0000,0,2,0.0000,0,0,0.0000,0,""
AMZN_USR_20991,sisDeviceId,coffee,"","","","","",1,5,0,5,0,5,0,0,0.0000,0,4,0.0000,0,2,0.0000,0,0,0.0000,0,2024-12-31T19:35:43.000Z
AMZN_USR_30337,adUserId,coffee,"","","","","",1,5,0,5,0,5,0,0,0.0000,0,8,0.0000,0,4,0.0000,0,2,0.0000,0,""
AMZN_USR_30337,adUserId,buy coffee maker,"","","","","",1,9,1,9,1,9,1,0,0.0000,0,8,0.0000,0,4,0.0000,0,2,0.0000,0,""
AMZN_USR_24034,adUserId,coffee,"","","","","",1,3,1,3,1,3,1,1,0.0000,0,2,0.0000,0,1,0.0000,0,1,0.0000,0,""
AMZN_USR_24034,adUserId,buy coffee maker,"","","","","",1,6,0,6,0,6,0,1,0.0000,0,2,0.0000,0,1,0.0000,0,1,0.0000,0,""
AMZN_USR_45588,sisDeviceId,buy coffee maker,"","","","","",1,0,1,0,1,0,1,1,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,""
AMZN_USR_24849,sisDeviceId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,"","","","","","","","","","","","",""
AMZN_USR_27379,adUserId,coffee,"","","","","",1,4,0,4,0,4,0,0,0.0000,0,25,0.0000,0,22,0.0000,0,18,0.0000,0,""
AMZN_USR_27379,adUserId,buy coffee maker,"","","","","",1,9,2,9,2,9,2,0,0.0000,0,25,0.0000,0,22,0.0000,0,18,0.0000,0,""
AMZN_USR_19063,adUserId,buy coffee maker,"","","","","",1,4,0,4,0,4,0,1,0.0000,0,19,0.0000,0,17,0.0000,0,17,0.0000,0,""
AMZN_USR_19063,adUserId,coffee,"","","","","",1,1,2,1,2,1,2,1,0.0000,0,19,0.0000,0,17,0.0000,0,17,0.0000,0,""
AMZN_USR_18467,adBrowserId,buy coffee maker,"","","","","",1,4,1,4,1,4,1,1,0.0000,0,15,0.0000,0,11,0.0000,0,11,0.0000,0,""
AMZN_USR_18467,adBrowserId,coffee,"","","","","",1,5,2,5,2,5,2,1,0.0000,0,15,0.0000,0,11,0.0000,0,11,0.0000,0,""
AMZN_USR_19855,adUserId,coffee,"","","","","",1,6,1,3,0,0,0,0,0.0000,0,13,180.0000,11,6,180.0000,11,1,0.0000,0,2024-12-29T10:22:19.000Z
AMZN_USR_19855,adUserId,buy coffee maker,"","","","","",1,4,2,2,0,0,0,0,0.0000,0,13,180.0000,11,6,180.0000,11,1,0.0000,0,2024-12-31T09:54:34.000Z
AMZN_USR_45948,sisDeviceId,buy coffee maker,"","","","","",1,0,0,0,0,0,0,0,0.0000,0,23,0.0000,0,16,0.0000,0,8,0.0000,0,""
AMZN_USR_25625,adBrowserId,buy coffee maker,"","","","","",1,7,2,6,0,2,0,0,0.0000,0,8,0.0000,0,3,0.0000,0,1,0.0000,0,2024-12-29T02:54:37.000Z
AMZN_USR_25625,adBrowserId,coffee,"","","","","",1,6,1,1,1,0,0,0,0.0000,0,8,0.0000,0,3,0.0000,0,1,0.0000,0,2024-12-27T19:38:58.000Z
AMZN_USR_20525,adBrowserId,buy coffee maker,"","","","","",1,5,0,5,0,5,0,0,0.0000,0,14,0.0000,0,11,0.0000,0,6,0.0000,0,""
AMZN_USR_20525,adBrowserId,coffee,"","","","","",1,3,2,3,2,3,2,0,0.0000,0,14,0.0000,0,11,0.0000,0,6,0.0000,0,""
AMZN_USR_41581,adUserId,buy coffee maker,"","","","","",1,6,3,2,1,2,0,0,0.0000,0,12,0.0000,0,4,0.0000,0,3,0.0000,0,2024-12-30T20:21:20.000Z
AMZN_USR_41581,adUserId,coffee,"","","","","",1,12,1,7,0,3,0,0,0.0000,0,12,0.0000,0,4,0.0000,0,3,0.0000,0,2024-12-30T19:19:32.000Z
AMZN_USR_21284,adBrowserId,buy coffee maker,"","","","","",1,18,2,9,1,3,0,0,0.0000,0,6,0.0000,0,3,0.0000,0,0,0.0000,0,2024-12-30T03:17:08.000Z
AMZN_USR_21284,adBrowserId,coffee,"","","","","",1,23,4,18,1,6,0,0,0.0000,0,6,0.0000,0,3,0.0000,0,0,0.0000,0,2024-12-31T03:49:25.000Z
AMZN_USR_24519,sisDeviceId,buy coffee maker,"","","","","",1,8,1,8,1,8,1,"","","","","","","","","","","","",""
AMZN_USR_24519,sisDeviceId,coffee,"","","","","",1,7,0,7,0,7,0,"","","","","","","","","","","","",""
AMZN_USR_26448,sisDeviceId,coffee,"","","","","",1,9,1,2,1,0,0,0,0.0000,0,18,0.0000,0,14,0.0000,0,11,0.0000,0,2024-12-30T11:47:36.000Z
AMZN_USR_42465,sisDeviceId,buy coffee maker,"","","","","",2,17,3,17,3,17,3,1,0.0000,0,12,0.0000,0,7,0.0000,0,7,0.0000,0,""
AMZN_USR_42465,sisDeviceId,coffee,"","","","","",2,19,5,19,5,19,5,1,0.0000,0,12,0.0000,0,7,0.0000,0,7,0.0000,0,""
AMZN_USR_51425,adBrowserId,buy coffee maker,"","","","","",1,13,1,13,1,13,1,0,0.0000,0,21,0.0000,0,18,0.0000,0,13,0.0000,0,""
AMZN_USR_51425,adBrowserId,coffee,"","","","","",1,8,2,8,2,8,2,0,0.0000,0,21,0.0000,0,18,0.0000,0,13,0.0000,0,""
AMZN_USR_20913,sisDeviceId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,2,0.0000,0,6,0.0000,0,2,0.0000,0,0,0.0000,0,""
AMZN_USR_37652,adBrowserId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,4,0.0000,0,2,0.0000,0,0,0.0000,0,""
AMZN_USR_47890,adUserId,coffee,"","","","","",1,8,1,8,1,8,1,1,0.0000,0,20,121.5000,3,19,121.5000,3,18,121.5000,3,""
AMZN_USR_47890,adUserId,buy coffee maker,"","","","","",1,7,1,7,1,7,1,1,0.0000,0,20,121.5000,3,19,121.5000,3,18,121.5000,3,""
AMZN_USR_20077,adUserId,coffee,"","","","","",1,6,1,6,1,6,1,0,0.0000,0,29,573.3600,24,24,573.3600,24,17,573.3600,24,""
AMZN_USR_20077,adUserId,buy coffee maker,"","","","","",1,7,2,7,2,7,2,0,0.0000,0,29,573.3600,24,24,573.3600,24,17,573.3600,24,""
AMZN_USR_47611,adUserId,coffee,"","","","","",2,21,2,21,2,21,2,0,0.0000,0,7,98.9600,7,7,98.9600,7,7,98.9600,7,""
AMZN_USR_47611,adUserId,buy coffee maker,"","","","","",2,18,4,18,4,18,4,0,0.0000,0,7,98.9600,7,7,98.9600,7,7,98.9600,7,""
AMZN_USR_48274,adUserId,buy coffee maker,"","","","","",1,4,0,4,0,4,0,0,0.0000,0,14,243.4900,8,7,0.0000,0,5,0.0000,0,""
AMZN_USR_48274,adUserId,coffee,"","","","","",1,8,1,8,1,8,1,0,0.0000,0,14,243.4900,8,7,0.0000,0,5,0.0000,0,""
AMZN_USR_28154,adBrowserId,coffee,"","","","","",1,10,1,10,1,10,1,0,0.0000,0,8,113.9700,3,7,113.9700,3,7,113.9700,3,""
AMZN_USR_28154,adBrowserId,buy coffee maker,"","","","","",1,6,1,6,1,6,1,0,0.0000,0,8,113.9700,3,7,113.9700,3,7,113.9700,3,""
AMZN_USR_40392,sisDeviceId,buy coffee maker,"","","","","",2,11,2,10,2,10,2,0,0.0000,0,14,262.0000,6,14,262.0000,6,12,262.0000,6,2024-12-30T04:28:38.000Z
AMZN_USR_40392,sisDeviceId,coffee,"","","","","",2,8,2,4,2,1,2,0,0.0000,0,14,262.0000,6,14,262.0000,6,12,262.0000,6,2024-12-29T16:02:18.000Z
AMZN_USR_19416,sisDeviceId,coffee,"","","","","",1,4,2,4,2,4,2,0,0.0000,0,15,0.0000,0,13,0.0000,0,13,0.0000,0,""
AMZN_USR_19416,sisDeviceId,buy coffee maker,"","","","","",1,4,1,4,1,4,1,0,0.0000,0,15,0.0000,0,13,0.0000,0,13,0.0000,0,""
AMZN_USR_32604,sisDeviceId,buy coffee maker,"","","","","",1,9,2,9,2,9,2,0,0.0000,0,12,0.0000,0,12,0.0000,0,12,0.0000,0,""
AMZN_USR_32604,sisDeviceId,coffee,"","","","","",1,7,0,7,0,7,0,0,0.0000,0,12,0.0000,0,12,0.0000,0,12,0.0000,0,""
AMZN_USR_43008,sisDeviceId,coffee,"","","","","",1,3,2,3,2,3,2,0,0.0000,0,3,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_43008,sisDeviceId,buy coffee maker,"","","","","",1,5,1,5,1,5,1,0,0.0000,0,3,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_38460,sisDeviceId,coffee,"","","","","",1,0,0,0,0,0,0,0,0.0000,0,14,0.0000,0,13,0.0000,0,11,0.0000,0,""
AMZN_USR_30735,sisDeviceId,buy coffee maker,"","","","","",1,5,1,5,1,5,1,0,0.0000,0,20,111.9600,4,13,111.9600,4,8,111.9600,4,""
AMZN_USR_30735,sisDeviceId,coffee,"","","","","",1,10,2,10,2,10,2,0,0.0000,0,20,111.9600,4,13,111.9600,4,8,111.9600,4,""
AMZN_USR_42987,sisDeviceId,buy coffee maker,"","","","","",1,6,1,6,1,6,1,0,0.0000,0,8,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_42987,sisDeviceId,coffee,"","","","","",1,4,1,4,1,4,1,0,0.0000,0,8,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_26807,adBrowserId,buy coffee maker,"","","","","",1,8,2,8,2,8,2,0,0.0000,0,26,0.0000,0,20,0.0000,0,19,0.0000,0,""
AMZN_USR_26807,adBrowserId,coffee,"","","","","",1,7,1,7,1,7,1,0,0.0000,0,26,0.0000,0,20,0.0000,0,19,0.0000,0,""
AMZN_USR_51119,adBrowserId,coffee,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,10,0.0000,0,10,0.0000,0,8,0.0000,0,""
AMZN_USR_43718,adBrowserId,coffee,"","","","","",1,1,0,1,0,1,0,"","","","","","","","","","","","",""
AMZN_USR_21877,adUserId,coffee,"","","","","",1,3,0,3,0,3,0,0,0.0000,0,22,0.0000,0,20,0.0000,0,19,0.0000,0,""
AMZN_USR_21877,adUserId,buy coffee maker,"","","","","",1,6,4,6,4,6,4,0,0.0000,0,22,0.0000,0,20,0.0000,0,19,0.0000,0,""
AMZN_USR_49996,adUserId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,18,0.0000,0,18,0.0000,0,18,0.0000,0,""
AMZN_USR_35254,adUserId,coffee,"","","","","",2,15,5,11,4,8,4,0,0.0000,0,32,357.9700,9,25,357.9700,9,16,357.9700,9,2024-12-30T01:22:42.000Z
AMZN_USR_35254,adUserId,buy coffee maker,"","","","","",2,15,8,13,5,7,2,0,0.0000,0,32,357.9700,9,25,357.9700,9,16,357.9700,9,2024-12-30T16:15:34.000Z
AMZN_USR_36994,adUserId,buy coffee maker,"","","","","",1,6,2,6,2,6,2,0,0.0000,0,13,0.0000,0,12,0.0000,0,12,0.0000,0,""
AMZN_USR_36994,adUserId,coffee,"","","","","",2,10,1,10,1,10,1,0,0.0000,0,13,0.0000,0,12,0.0000,0,12,0.0000,0,""
AMZN_USR_35045,adBrowserId,buy coffee maker,"","","","","",1,15,2,15,2,15,2,0,0.0000,0,5,0.0000,0,5,0.0000,0,5,0.0000,0,2024-12-31T20:19:28.000Z
AMZN_USR_35045,adBrowserId,coffee,"","","","","",1,15,3,15,3,15,3,0,0.0000,0,5,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_44120,adBrowserId,buy coffee maker,"","","","","",1,5,1,5,1,5,1,0,0.0000,0,8,0.0000,0,8,0.0000,0,8,0.0000,0,""
AMZN_USR_44120,adBrowserId,coffee,"","","","","",1,6,2,6,2,6,2,0,0.0000,0,8,0.0000,0,8,0.0000,0,8,0.0000,0,""
AMZN_USR_25991,adBrowserId,buy coffee maker,"","","","","",1,4,0,4,0,4,0,"","","","","","","","","","","","",""
AMZN_USR_25991,adBrowserId,coffee,"","","","","",1,9,0,9,0,9,0,"","","","","","","","","","","","",""
AMZN_USR_45951,sisDeviceId,coffee,"","","","","",1,26,7,12,4,2,1,0,0.0000,0,22,116.9700,3,17,116.9700,3,10,0.0000,0,2024-12-30T17:33:23.000Z
AMZN_USR_45951,sisDeviceId,buy coffee maker,"","","","","",1,22,2,13,1,5,0,0,0.0000,0,22,116.9700,3,17,116.9700,3,10,0.0000,0,2024-12-30T20:59:14.000Z
AMZN_USR_34824,sisDeviceId,buy coffee maker,"","","","","",1,8,0,8,0,8,0,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_34824,sisDeviceId,coffee,"","","","","",1,3,3,3,3,3,3,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_47661,sisDeviceId,coffee,"","","","","",1,3,2,3,2,3,2,0,0.0000,0,11,0.0000,0,11,0.0000,0,11,0.0000,0,""
AMZN_USR_24148,adUserId,coffee,"","","","","",1,6,4,6,4,6,4,0,0.0000,0,20,0.0000,0,13,0.0000,0,12,0.0000,0,2024-12-31T23:46:44.000Z
AMZN_USR_24148,adUserId,buy coffee maker,"","","","","",1,8,0,8,0,8,0,0,0.0000,0,20,0.0000,0,13,0.0000,0,12,0.0000,0,""
AMZN_USR_29039,adBrowserId,buy coffee maker,"","","","","",1,15,3,15,3,15,3,0,0.0000,0,18,0.0000,0,13,0.0000,0,12,0.0000,0,""
AMZN_USR_29039,adBrowserId,coffee,"","","","","",1,13,2,13,2,13,2,0,0.0000,0,18,0.0000,0,13,0.0000,0,12,0.0000,0,""
AMZN_USR_28547,adBrowserId,coffee,"","","","","",1,16,2,16,2,16,2,0,0.0000,0,11,0.0000,0,10,0.0000,0,9,0.0000,0,""
AMZN_USR_28547,adBrowserId,buy coffee maker,"","","","","",1,14,4,14,4,14,4,0,0.0000,0,11,0.0000,0,10,0.0000,0,9,0.0000,0,""
AMZN_USR_40016,adBrowserId,buy coffee maker,"","","","","",2,26,6,26,6,26,6,0,0.0000,0,7,0.0000,0,7,0.0000,0,7,0.0000,0,""
AMZN_USR_40016,adBrowserId,coffee,"","","","","",2,15,3,15,3,15,3,0,0.0000,0,7,0.0000,0,7,0.0000,0,7,0.0000,0,""
AMZN_USR_20832,sisDeviceId,coffee,"","","","","",1,1,0,1,0,1,0,1,0.0000,0,2,0.0000,0,0,0.0000,0,0,0.0000,0,""
AMZN_USR_20924,adBrowserId,buy coffee maker,"","","","","",1,14,2,14,2,14,2,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_20924,adBrowserId,coffee,"","","","","",1,10,0,10,0,10,0,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_22985,adBrowserId,buy coffee maker,"","","","","",1,6,2,6,2,6,2,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_22985,adBrowserId,coffee,"","","","","",1,10,0,10,0,10,0,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
