search_campaign_cnt,total_impressions_30d,total_clicks_30d,total_impressions_15d,total_clicks_15d,total_impressions_3d,total_clicks_3d,total_conversions_30d,total_revenue_30d,total_quantity_30d,total_conversions_15d,total_revenue_15d,total_quantity_15d,total_conversions_3d,total_revenue_3d,total_quantity_3d
1,1,1,1,0,0,0,3,59.97,3,3,59.97,3,0,0,0
1,3,0,2,0,0,0,3,59.97,3,3,59.97,3,0,0,0
2,12,4,11,3,5,1,17,0,0,10,0,0,1,0,0
2,8,2,7,1,0,0,17,0,0,10,0,0,1,0,0
1,7,0,6,0,1,0,4,0,0,3,0,0,1,0,0
1,9,3,7,3,0,1,4,0,0,3,0,0,1,0,0
1,0,0,0,0,0,0,6,143.96,4,4,0,0,1,0,0
1,1,0,1,0,0,0,6,143.96,4,4,0,0,1,0,0
1,7,3,5,3,1,0,10,0,0,6,0,0,1,0,0
1,6,3,6,2,2,0,10,0,0,6,0,0,1,0,0
1,13,1,9,1,1,0,3,0,0,3,0,0,0,0,0
1,9,1,6,1,0,0,3,0,0,3,0,0,0,0,0
1,7,1,3,1,2,1,1,0,0,1,0,0,0,0,0
1,5,3,4,2,1,1,1,0,0,1,0,0,0,0,0
1,8,2,4,2,1,1,9,0,0,3,0,0,1,0,0
1,8,1,7,1,1,0,9,0,0,3,0,0,1,0,0
1,8,6,4,6,3,1,12,31.98,2,6,0,0,0,0,0
1,12,1,8,1,2,0,12,31.98,2,6,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,4,0,0,0,5,0,0,1,0,0,1,0,0
1,4,1,3,1,0,1,5,0,0,1,0,0,1,0,0
1,5,0,4,0,2,0,1,0,0,1,0,0,1,0,0
1,2,1,2,1,0,1,1,0,0,1,0,0,1,0,0
2,11,2,8,2,2,0,7,0,0,5,0,0,0,0,0
2,15,2,10,2,2,0,7,0,0,5,0,0,0,0,0
1,3,0,3,0,1,0,2,0,0,1,0,0,1,0,0
1,3,1,1,1,0,0,2,0,0,1,0,0,1,0,0
1,1,0,0,0,0,0,,,,,,,,,
1,4,0,4,0,1,0,,,,,,,,,
1,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0
1,2,1,1,0,0,0,6,0,0,4,0,0,0,0,0
1,1,0,1,0,0,0,6,0,0,4,0,0,0,0,0
1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1,11,2,7,1,1,0,7,0,0,2,0,0,0,0,0
1,8,0,7,0,2,0,7,0,0,2,0,0,0,0,0
2,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0
2,10,1,3,1,1,1,3,0,0,0,0,0,0,0,0
1,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1,10,2,6,1,3,0,3,0,0,3,0,0,1,0,0
1,8,2,7,2,5,2,3,0,0,3,0,0,1,0,0
1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0
1,3,0,3,0,0,0,3,0,0,3,0,0,1,0,0
1,8,2,7,2,2,0,3,0,0,3,0,0,1,0,0
1,5,5,2,4,0,0,10,0,0,4,0,0,1,0,0
1,6,0,3,0,0,0,10,0,0,4,0,0,1,0,0
1,4,0,4,0,1,0,8,0,0,3,0,0,0,0,0
1,2,0,2,0,1,0,8,0,0,3,0,0,0,0,0
1,5,0,5,0,2,0,3,0,0,3,0,0,1,0,0
1,5,1,3,0,0,0,3,0,0,3,0,0,1,0,0
2,4,1,1,1,1,0,1,0,0,1,0,0,0,0,0
2,14,0,5,0,2,0,1,0,0,1,0,0,0,0,0
1,5,0,0,0,0,0,5,0,0,1,0,0,0,0,0
1,1,1,0,0,0,0,5,0,0,1,0,0,0,0,0
1,5,0,5,0,2,0,1,0,0,1,0,0,0,0,0
1,4,0,4,0,2,0,1,0,0,1,0,0,0,0,0
1,2,1,2,1,0,1,,,,,,,,,
1,2,1,2,1,1,0,,,,,,,,,
1,3,1,2,1,2,0,4,84,3,3,0,0,1,0,0
1,5,0,4,0,1,0,4,84,3,3,0,0,1,0,0
1,1,3,1,3,0,2,5,0,0,1,0,0,1,0,0
1,3,0,3,0,0,0,5,0,0,1,0,0,1,0,0
1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0
1,3,0,3,0,3,0,2,0,0,0,0,0,0,0,0
1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
1,4,1,2,1,0,0,4,0,0,1,0,0,0,0,0
1,5,0,3,0,0,0,4,0,0,1,0,0,0,0,0
1,5,2,4,1,1,0,3,0,0,2,0,0,1,0,0
1,8,2,7,2,3,1,3,0,0,2,0,0,1,0,0
1,7,0,7,0,1,0,,,,,,,,,
1,7,1,5,1,1,1,,,,,,,,,
1,1,3,1,2,0,0,6,0,0,2,0,0,1,0,0
1,5,0,4,0,1,0,6,0,0,2,0,0,1,0,0
1,6,1,5,1,1,0,1,0,0,1,0,0,1,0,0
1,5,0,5,0,1,0,1,0,0,1,0,0,1,0,0
1,2,0,0,0,0,0,7,0,0,5,0,0,2,0,0
1,0,1,0,0,0,0,7,0,0,5,0,0,2,0,0
1,2,0,2,0,0,0,4,80,4,1,80,4,0,0,0
1,5,0,4,0,0,0,4,80,4,1,80,4,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,3,8,3,3,0,3,0,0,3,0,0,0,0,0
2,7,2,7,2,1,0,3,0,0,3,0,0,0,0,0
1,4,0,2,0,1,0,1,0,0,1,0,0,1,0,0
1,4,1,2,1,1,0,1,0,0,1,0,0,1,0,0
1,7,2,7,2,1,0,9,116.97,6,5,116.97,6,0,0,0
1,4,2,1,1,0,0,9,116.97,6,5,116.97,6,0,0,0
1,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0
1,7,2,6,1,3,1,4,0,0,1,0,0,0,0,0
1,6,0,1,0,1,0,6,0,0,0,0,0,0,0,0
1,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0
1,4,0,4,0,2,0,5,0,0,3,0,0,2,0,0
1,2,0,1,0,0,0,5,0,0,3,0,0,2,0,0
2,11,1,9,1,1,0,2,0,0,2,0,0,1,0,0
2,3,1,2,1,0,0,2,0,0,2,0,0,1,0,0
3,5,2,3,2,0,0,3,0,0,1,0,0,0,0,0
3,9,0,4,0,1,0,3,0,0,1,0,0,0,0,0
2,5,1,3,1,1,0,2,0,0,0,0,0,0,0,0
2,8,1,4,0,1,0,2,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1,10,5,6,3,0,1,4,0,0,3,0,0,1,0,0
1,4,2,4,2,1,0,4,0,0,3,0,0,1,0,0
1,4,1,3,0,1,0,5,0,0,5,0,0,1,0,0
1,4,1,2,1,0,0,5,0,0,5,0,0,1,0,0
1,6,1,5,1,0,0,3,0,0,3,0,0,0,0,0
1,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0
1,7,0,5,0,0,0,7,0,0,3,0,0,0,0,0
1,4,1,4,0,1,0,7,0,0,3,0,0,0,0,0
3,11,3,7,3,6,0,5,0,0,3,0,0,1,0,0
3,11,1,7,1,2,0,5,0,0,3,0,0,1,0,0
1,4,1,4,1,1,0,3,0,0,1,0,0,0,0,0
1,2,0,2,0,0,0,3,0,0,1,0,0,0,0,0
1,11,2,9,2,2,1,2,0,0,0,0,0,0,0,0
1,13,2,10,0,4,0,2,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,5,0,0,4,0,0,1,0,0
1,6,0,0,0,0,0,5,0,0,4,0,0,1,0,0
2,12,5,11,3,2,3,6,13,1,6,13,1,2,0,0
2,13,5,9,5,1,2,6,13,1,6,13,1,2,0,0
1,6,1,2,1,0,0,4,27.99,1,4,27.99,1,1,0,0
1,9,2,7,2,2,0,4,27.99,1,4,27.99,1,1,0,0
1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,4,3,4,1,2,1,1,0,0,1,0,0,0,0,0
1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,4,0,4,0,1,0,3,0,0,0,0,0,0,0,0
1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0
1,3,0,3,0,1,0,4,0,0,2,0,0,1,0,0
1,6,0,3,0,0,0,4,0,0,2,0,0,1,0,0
1,5,0,3,0,1,0,6,59.96,5,2,0,0,1,0,0
1,3,1,3,1,0,0,6,59.96,5,2,0,0,1,0,0
1,5,3,5,2,2,0,3,0,0,3,0,0,1,0,0
1,3,0,3,0,0,0,3,0,0,3,0,0,1,0,0
1,6,2,6,2,2,1,10,0,0,5,0,0,2,0,0
1,4,0,3,0,0,0,10,0,0,5,0,0,2,0,0
1,7,2,7,2,2,0,6,0,0,3,0,0,0,0,0
1,2,1,2,1,0,0,6,0,0,3,0,0,0,0,0
1,2,1,2,1,0,0,3,0,0,2,0,0,1,0,0
1,3,2,2,0,0,0,3,0,0,2,0,0,1,0,0
1,5,4,4,4,1,1,9,0,0,9,0,0,2,0,0
1,7,4,7,3,3,1,9,0,0,9,0,0,2,0,0
1,9,2,8,1,3,0,6,0,0,4,0,0,1,0,0
1,4,3,2,3,0,2,6,0,0,4,0,0,1,0,0
2,9,2,1,1,0,0,3,0,0,1,0,0,0,0,0
2,8,3,1,2,0,0,3,0,0,1,0,0,0,0,0
1,2,1,1,0,0,0,3,0,0,3,0,0,1,0,0
1,6,2,6,2,1,0,3,0,0,3,0,0,1,0,0
3,12,0,9,0,2,0,7,0,0,6,0,0,2,0,0
3,6,8,4,3,0,1,7,0,0,6,0,0,2,0,0
2,13,4,10,3,2,1,3,0,0,3,0,0,1,0,0
2,11,1,6,1,1,0,3,0,0,3,0,0,1,0,0
1,3,0,2,0,0,0,5,0,0,4,0,0,0,0,0
1,6,2,3,2,0,1,5,0,0,4,0,0,0,0,0
1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,1,0,0,0,8,325.93,7,4,325.93,7,0,0,0
1,4,0,3,0,2,0,8,325.93,7,4,325.93,7,0,0,0
1,7,2,5,2,0,0,5,0,0,5,0,0,0,0,0
1,6,2,6,1,2,1,5,0,0,5,0,0,0,0,0
1,7,3,7,3,2,1,4,0,0,4,0,0,0,0,0
1,7,0,6,0,0,0,4,0,0,4,0,0,0,0,0
2,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0
2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,10,1,7,1,1,0,,,,,,,,,
1,9,2,7,0,4,0,,,,,,,,,
1,3,3,2,1,0,0,6,0,0,5,0,0,1,0,0
1,4,1,1,1,0,0,6,0,0,5,0,0,1,0,0
1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
1,3,1,3,1,0,0,1,0,0,1,0,0,1,0,0
1,3,0,2,0,0,0,,,,,,,,,
1,9,0,6,0,2,0,,,,,,,,,
1,5,0,4,0,2,0,2,111.96,4,0,0,0,0,0,0
1,4,0,1,0,0,0,2,111.96,4,0,0,0,0,0,0
1,13,1,10,1,5,1,1,0,0,0,0,0,0,0,0
1,9,1,6,1,1,1,1,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,1,5,1,1,0,0,0,0,0,0,0,0,0,0
1,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1,9,0,8,0,3,0,3,0,0,3,0,0,1,0,0
1,3,1,2,1,0,1,3,0,0,3,0,0,1,0,0
1,2,0,1,0,1,0,4,0,0,1,0,0,1,0,0
1,2,1,2,1,1,0,4,0,0,1,0,0,1,0,0
1,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0
1,5,1,5,1,1,1,0,0,0,0,0,0,0,0,0
2,7,1,5,1,1,0,8,0,0,4,0,0,0,0,0
2,6,2,3,2,1,0,8,0,0,4,0,0,0,0,0
1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0
1,7,2,0,0,0,0,6,0,0,0,0,0,0,0,0
2,13,1,4,0,0,0,3,0,0,2,0,0,0,0,0
2,3,1,1,1,0,0,3,0,0,2,0,0,0,0,0
1,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0
1,6,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1,11,1,6,0,1,0,4,0,0,2,0,0,1,0,0
1,10,2,10,2,2,1,4,0,0,2,0,0,1,0,0
1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,22,1,17,1,6,0,5,0,0,4,0,0,1,0,0
3,20,6,18,5,4,1,5,0,0,4,0,0,1,0,0
1,2,0,1,0,0,0,4,0,0,3,0,0,1,0,0
1,0,1,0,1,0,0,4,0,0,3,0,0,1,0,0
2,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2,9,2,4,2,0,0,1,0,0,1,0,0,0,0,0
2,13,0,12,0,4,0,0,0,0,0,0,0,0,0,0
2,11,1,8,1,4,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,4,0,0,3,0,0,1,0,0
1,2,0,0,0,0,0,4,0,0,3,0,0,1,0,0
2,5,1,5,0,0,0,6,0,0,5,0,0,3,0,0
2,7,2,7,2,2,0,6,0,0,5,0,0,3,0,0
1,6,2,0,0,0,0,8,0,0,3,0,0,3,0,0
1,8,2,0,0,0,0,8,0,0,3,0,0,3,0,0
1,5,0,4,0,1,0,1,0,0,1,0,0,0,0,0
1,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,4,2,3,1,0,0,1,0,0,1,0,0,0,0,0
1,4,1,3,1,2,1,1,55.98,2,0,0,0,0,0,0
1,7,0,7,0,1,0,1,55.98,2,0,0,0,0,0,0
2,5,0,3,0,1,0,1,0,0,1,0,0,0,0,0
2,13,2,10,2,2,1,1,0,0,1,0,0,0,0,0
1,10,2,7,1,2,0,5,146.96,8,4,98.96,7,0,0,0
1,2,2,1,2,0,0,5,146.96,8,4,98.96,7,0,0,0
1,6,0,5,0,2,0,5,0,0,1,0,0,0,0,0
1,5,1,3,1,1,0,5,0,0,1,0,0,0,0,0
1,4,1,2,0,1,0,4,0,0,0,0,0,0,0,0
1,6,0,4,0,0,0,4,0,0,0,0,0,0,0,0
2,5,0,4,0,2,0,3,0,0,3,0,0,2,0,0
2,7,1,5,0,1,0,3,0,0,3,0,0,2,0,0
2,8,1,6,1,0,1,7,125.97,3,2,0,0,0,0,0
2,5,1,4,0,1,0,7,125.97,3,2,0,0,0,0,0
1,9,0,7,0,2,0,1,0,0,1,0,0,1,0,0
1,4,1,2,1,0,0,1,0,0,1,0,0,1,0,0
2,6,2,5,2,1,0,6,0,0,2,0,0,1,0,0
2,10,3,10,2,4,0,6,0,0,2,0,0,1,0,0
1,6,2,5,1,2,0,9,0,0,8,0,0,2,0,0
1,8,1,4,1,0,0,9,0,0,8,0,0,2,0,0
1,3,1,3,0,1,0,6,98.5,5,4,40.5,1,2,0,0
1,5,1,3,0,1,0,6,98.5,5,4,40.5,1,2,0,0
1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1,4,2,3,2,1,0,2,0,0,2,0,0,1,0,0
1,1,0,1,0,0,0,2,0,0,2,0,0,1,0,0
1,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,4,1,1,0,3,52,6,2,52,6,0,0,0
1,5,0,3,0,1,0,3,52,6,2,52,6,0,0,0
2,8,2,1,1,0,0,7,0,0,4,0,0,2,0,0
2,3,1,2,1,1,0,7,0,0,4,0,0,2,0,0
1,5,1,4,0,0,0,1,0,0,1,0,0,1,0,0
1,7,4,6,4,2,0,1,0,0,1,0,0,1,0,0
2,8,1,7,1,2,0,3,0,0,3,0,0,2,0,0
2,5,2,2,2,0,0,3,0,0,3,0,0,2,0,0
1,1,2,1,2,1,0,7,192,4,7,192,4,1,192,4
1,5,1,5,1,1,1,7,192,4,7,192,4,1,192,4
1,2,1,2,0,0,0,5,0,0,4,0,0,0,0,0
1,5,1,3,1,1,1,5,0,0,4,0,0,0,0,0
1,4,3,4,3,0,0,8,0,0,7,0,0,3,0,0
1,5,3,4,2,0,1,8,0,0,7,0,0,3,0,0
1,7,2,4,2,0,1,5,0,0,3,0,0,0,0,0
1,6,1,4,1,2,0,5,0,0,3,0,0,0,0,0
1,1,0,1,0,0,0,6,0,0,5,0,0,1,0,0
1,3,1,2,1,0,0,6,0,0,5,0,0,1,0,0
1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0
1,3,1,0,0,0,0,4,0,0,1,0,0,0,0,0
1,5,0,0,0,0,0,7,0,0,2,0,0,1,0,0
1,2,0,0,0,0,0,7,0,0,2,0,0,1,0,0
1,1,0,0,0,0,0,4,60,3,3,60,3,1,0,0
1,4,0,3,0,0,0,4,60,3,3,60,3,1,0,0
2,19,2,15,1,5,1,5,0,0,5,0,0,2,0,0
2,11,4,7,4,2,2,5,0,0,5,0,0,2,0,0
1,1,0,0,0,0,0,10,0,0,7,0,0,1,0,0
1,2,0,0,0,0,0,10,0,0,7,0,0,1,0,0
1,4,0,4,0,1,0,8,0,0,8,0,0,4,0,0
1,3,1,2,1,1,0,8,0,0,8,0,0,4,0,0
2,6,1,4,1,0,1,6,0,0,1,0,0,1,0,0
2,8,1,3,0,0,0,6,0,0,1,0,0,1,0,0
2,5,2,4,1,1,0,4,0,0,4,0,0,0,0,0
2,8,4,7,3,2,0,4,0,0,4,0,0,0,0,0
1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0,3,0,0,3,0,0,1,0,0
1,4,1,2,1,1,0,3,0,0,3,0,0,1,0,0
1,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0
1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0
1,4,1,4,1,1,0,8,0,0,3,0,0,0,0,0
1,2,0,0,0,0,0,8,0,0,3,0,0,0,0,0
1,9,0,7,0,3,0,4,0,0,3,0,0,1,0,0
1,3,0,3,0,0,0,4,0,0,3,0,0,1,0,0
2,6,3,1,0,0,0,5,0,0,2,0,0,2,0,0
2,15,1,8,0,1,0,5,0,0,2,0,0,2,0,0
1,4,0,4,0,2,0,2,0,0,1,0,0,0,0,0
1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0
1,8,1,6,1,0,0,4,0,0,2,0,0,0,0,0
1,7,1,7,1,2,0,4,0,0,2,0,0,0,0,0
1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1,8,4,5,2,1,0,10,0,0,7,0,0,1,0,0
1,3,2,2,2,0,0,10,0,0,7,0,0,1,0,0
1,3,0,3,0,0,0,2,0,0,1,0,0,0,0,0
1,8,1,5,0,0,0,2,0,0,1,0,0,0,0,0
1,2,1,0,0,0,0,3,0,0,3,0,0,0,0,0
1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
1,3,4,2,3,0,0,8,0,0,4,0,0,2,0,0
1,6,3,4,3,2,1,8,0,0,4,0,0,2,0,0
1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
1,4,1,4,0,2,0,,,,,,,,,
1,4,0,2,0,1,0,,,,,,,,,
2,19,3,14,0,1,0,11,0,0,8,0,0,2,0,0
2,14,2,10,1,1,0,11,0,0,8,0,0,2,0,0
1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,2,2,1,2,0,1,4,0,0,2,0,0,0,0,0
1,5,0,5,0,3,0,4,0,0,2,0,0,0,0,0
1,5,1,5,1,1,1,4,0,0,2,0,0,0,0,0
1,2,2,2,2,0,0,4,0,0,2,0,0,0,0,0
1,12,4,11,3,3,0,6,0,0,6,0,0,1,0,0
1,10,3,6,3,1,2,6,0,0,6,0,0,1,0,0
1,12,0,9,0,2,0,1,0,0,1,0,0,1,0,0
1,5,1,5,1,2,0,1,0,0,1,0,0,1,0,0
1,4,2,3,0,1,0,2,0,0,0,0,0,0,0,0
1,6,0,4,0,1,0,2,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0
1,6,1,5,1,1,0,2,0,0,1,0,0,0,0,0
3,16,3,13,3,3,1,12,121.98,4,8,121.98,4,3,121.98,4
3,13,1,11,1,2,0,12,121.98,4,8,121.98,4,3,121.98,4
1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0
1,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0,5,0,0,4,0,0,2,0,0
1,4,0,2,0,0,0,5,0,0,4,0,0,2,0,0
1,10,1,6,0,1,0,6,0,0,6,0,0,4,0,0
1,8,0,8,0,4,0,6,0,0,6,0,0,4,0,0
1,10,4,8,3,1,1,5,0,0,1,0,0,0,0,0
1,8,2,7,1,0,0,5,0,0,1,0,0,0,0,0
2,8,1,7,1,2,0,5,0,0,2,0,0,1,0,0
2,11,0,7,0,0,0,5,0,0,2,0,0,1,0,0
1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0
2,6,0,3,0,1,0,6,0,0,4,0,0,0,0,0
2,5,1,3,1,1,1,6,0,0,4,0,0,0,0,0
1,4,1,3,1,0,0,8,0,0,3,0,0,2,0,0
1,4,2,3,1,0,1,8,0,0,3,0,0,2,0,0
1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,7,1,5,0,2,0,1,0,0,1,0,0,0,0,0
1,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0
1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0
1,8,2,4,2,1,1,4,0,0,1,0,0,0,0,0
1,10,0,4,0,2,0,4,0,0,1,0,0,0,0,0
1,6,1,5,0,0,0,2,0,0,1,0,0,0,0,0
1,6,0,5,0,0,0,2,0,0,1,0,0,0,0,0
1,4,0,3,0,1,0,3,0,0,2,0,0,1,0,0
1,3,0,2,0,1,0,3,0,0,2,0,0,1,0,0
1,5,0,4,0,0,0,7,38.97,3,3,38.97,3,2,38.97,3
1,2,0,2,0,1,0,7,38.97,3,3,38.97,3,2,38.97,3
1,8,2,6,1,3,0,2,0,0,2,0,0,0,0,0
1,11,0,8,0,2,0,2,0,0,2,0,0,0,0,0
1,6,0,5,0,1,0,1,0,0,0,0,0,0,0,0
1,4,0,3,0,1,0,1,0,0,0,0,0,0,0,0
1,2,1,2,1,0,0,5,231.92,11,4,231.92,11,1,79.96,5
1,4,0,3,0,0,0,5,231.92,11,4,231.92,11,1,79.96,5
2,10,3,2,1,1,0,8,0,0,3,0,0,1,0,0
2,6,1,4,0,0,0,8,0,0,3,0,0,1,0,0
2,11,4,7,3,0,0,4,0,0,2,0,0,0,0,0
2,11,3,10,3,3,1,4,0,0,2,0,0,0,0,0
1,5,3,4,3,0,2,5,0,0,4,0,0,0,0,0
1,9,2,7,1,3,0,5,0,0,4,0,0,0,0,0
1,2,0,0,0,0,0,7,0,0,6,0,0,3,0,0
1,0,0,0,0,0,0,7,0,0,6,0,0,3,0,0
1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1,7,0,4,0,2,0,0,0,0,0,0,0,0,0,0
1,8,1,4,0,1,0,2,162,4,1,0,0,1,0,0
1,10,2,6,1,3,0,2,162,4,1,0,0,1,0,0
1,2,0,1,0,0,0,,,,,,,,,
1,4,2,3,2,1,1,,,,,,,,,
1,7,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,8,2,0,0,0,0,5,0,0,0,0,0,0,0,0
1,8,1,5,0,1,0,0,0,0,0,0,0,0,0,0
1,9,3,8,3,1,2,0,0,0,0,0,0,0,0,0
1,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0
1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2,5,3,2,3,0,1,5,0,0,4,0,0,2,0,0
2,6,3,5,2,1,0,5,0,0,4,0,0,2,0,0
1,5,1,4,1,0,0,5,0,0,4,0,0,1,0,0
1,2,1,1,1,1,0,5,0,0,4,0,0,1,0,0
1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,8,0,0,4,0,0,0,0,0
1,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0
1,4,0,3,0,1,0,3,0,0,3,0,0,1,0,0
1,3,1,2,0,1,0,3,0,0,3,0,0,1,0,0
1,3,0,2,0,0,0,5,0,0,2,0,0,0,0,0
1,3,2,2,1,1,0,5,0,0,2,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,2,3,2,1,0,6,0,0,3,0,0,0,0,0
1,1,1,1,1,0,0,6,0,0,3,0,0,0,0,0
1,5,0,3,0,0,0,4,0,0,1,0,0,0,0,0
1,2,0,2,0,0,0,4,0,0,1,0,0,0,0,0
1,9,1,5,1,0,1,3,0,0,1,0,0,0,0,0
1,2,1,2,1,0,0,3,0,0,1,0,0,0,0,0
1,5,1,5,1,1,0,1,0,0,0,0,0,0,0,0
1,5,0,5,0,3,0,1,0,0,0,0,0,0,0,0
1,15,2,12,1,4,1,2,0,0,1,0,0,0,0,0
1,16,4,11,3,2,1,2,0,0,1,0,0,0,0,0
1,6,1,4,1,0,1,0,0,0,0,0,0,0,0,0
1,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0
1,6,0,3,0,1,0,4,105,5,4,105,5,0,0,0
1,4,1,3,1,1,0,4,105,5,4,105,5,0,0,0
3,15,5,9,3,3,0,3,0,0,3,0,0,0,0,0
3,14,2,9,1,2,1,3,0,0,3,0,0,0,0,0
1,2,0,1,0,0,0,,,,,,,,,
1,3,0,1,0,0,0,,,,,,,,,
3,12,4,9,4,2,1,8,0,0,3,0,0,2,0,0
3,9,2,7,2,5,1,8,0,0,3,0,0,2,0,0
1,3,2,2,2,1,0,5,0,0,1,0,0,0,0,0
1,3,3,1,1,1,0,5,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1,5,6,4,5,1,1,2,0,0,2,0,0,0,0,0
1,9,1,8,1,2,0,2,0,0,2,0,0,0,0,0
1,2,0,0,0,0,0,1,39.98,4,1,39.98,4,0,0,0
